subj,prompt,excluded_subj,excluded_subj_rep,excluded_response,response,prompt_set,prompt_val_set,prompt_val,prompt_stage,positivity_gpt,negativity_gpt,positivity_HK,negativity_HK,positivity_KSM,negativity_KSM,concrete_gpt,abstract_gpt,concrete_KG,abstract_KG,concrete_HK,abstract_HK,word_counts,brysbaert_sum,brysbaert_mean,brysbaert_sd
10,N4b,0,0,0,A woman listening to a man talk,4,N4,N,b,0,0,1,0,1,0,8,0,5,0,6,6,7,24.84,3.548571429,1.06633998
10,N4c,0,0,0,2 colleagues having a work discussion possibly disagreeing with eachother,4,N4,N,c,3,5,0,3,0,4,2,1,6,4,4,0,10,26.46,2.94,0.836271487
10,P2a,0,0,0,Old people on thanksgiving,2,P2,P,a,2,0,3,0,0,0,2,0,6,2,6,4,4,14.02,3.505,0.854029664
10,P2b,0,0,0,an old woman bringing turkey to the table on thanksgiving,2,P2,P,b,5,0,4,0,4,0,8,0,8,2,8,3,10,30.54,3.054,1.361202083
10,P2c,0,0,0,an old woman putting turkey on table between 2 old men for thanksgiving,2,P2,P,c,2,0,4,0,4,0,9,0,9,2,9,0,13,41.05,3.420833333,1.222519443
10,N5a,0,0,0,People sitting one on phone,5,N5,N,a,2,5,0,2,0,0,3,0,5,0,5,0,5,21.6,4.32,0.698104577
10,N5b,0,0,0,A group of people all sitting on there phones drinking coffee,5,N5,N,b,1,0,0,3,0,0,8,0,7,0,8,0,11,40.71,3.700909091,1.222656571
10,N5c,0,0,0,A group of men on there phones while girl is disinterested and not happy about it,5,N5,N,c,1,6,0,5,0,5,7,3,5,5,7,0,16,47.06,2.94125,1.235275273
10,N6a,0,0,0,3 men sitting and taking a selfie,6,N6,N,a,0,0,4,0,5,0,8,0,6,2,8,0,7,21.04,3.506666667,1.228391903
10,N6b,0,0,0,Looks like 3 men sitting together one taking a selfie,6,N6,N,b,0,0,4,0,5,0,8,0,7,2,7,6,10,31.08,3.453333333,0.954410813
10,N6c,0,0,0,Looks like 3 guys at a party 2 pre occupied and one taking selfies,6,N6,N,c,1,0,4,1,3,2,8,2,7,3,7,0,14,38.41,3.200833333,0.967926165
10,N7a,0,0,0,A conversation,7,N7,N,a,5,5,1,0,0,0,1,0,3,0,3,0,2,6.53,3.265,0.021213203
10,N7b,0,0,0,A girl talking to someone next to her,7,N7,N,b,0,0,2,0,1,0,7,0,5,0,6,0,8,24.54,3.0675,1.164728662
10,N7c,0,0,0,2 friends having a possible disagreement over coffee,7,N7,N,c,2,3,0,4,0,4,3,1,6,3,5,3,8,24.48,3.06,1.051909828
10,P3a,0,0,0,A girl making a presentation looking a little frustrated,3,P3,P,a,2,3,1,3,0,6,7,3,4,4,6,5,9,28.83,3.203333333,0.806365302
10,P3b,0,0,0,A girl looking a little overwhelmed or some type of emotion making presentation at work,3,P3,P,b,2,3,1,4,0,6,4,4,4,6,5,5,15,42.34,2.822666667,0.899217649
10,P3c,0,0,0,Looks like a girl presenting something to colleagues ,3,P3,P,c,1,0,2,0,0,0,7,1,6,2,6,0,8,23.5,2.9375,1.131279301
10,P4a,0,0,0,An office meeting possibly,4,P4,P,a,5,5,1,0,0,0,2,0,5,3,3,0,4,11.13,2.7825,1.580598515
10,P4b,0,0,0,Women sitting in a room discussing work,4,P4,P,b,1,0,1,0,0,0,7,1,5,2,5,0,7,26.95,3.85,0.8
10,P4c,0,0,0,women in an office meeting room discussing business,4,P4,P,c,0,0,1,0,0,0,6,0,6,3,6,0,8,28.09,3.51125,1.161802018
10,P5a,0,0,0,She is in a panic,5,P5,P,a,1,7,0,6,0,6,1,3,2,5,3,6,5,16.58,3.316,0.373938498
10,P5b,0,0,0,She seems to be in a panic or excited,5,P5,P,b,5,5,2,5,5,5,2,6,2,5,3,5,9,21.49,2.387777778,0.750596059
10,P5c,0,0,0,She looks like she’s playing with the kid and just making silly faces,5,P5,P,c,5,0,5,0,7,0,7,2,8,2,8,3,13,35.58,2.736923077,1.124569433
10,N8a,0,0,0,Possibly a mom annoying her daughter,8,N8,N,a,2,3,1,3,0,4,2,2,4,5,3,4,6,19.11,3.185,1.245291131
10,N8b,0,0,0,A parent talking to there adult child annoying her,8,N8,N,b,1,5,1,4,0,5,2,2,5,5,4,4,9,29.74,3.304444444,1.2156594
10,N8c,0,0,0,A mom nagging at her adult child,8,N8,N,c,1,5,0,5,0,4,6,1,4,5,4,5,7,24.93,3.561428571,0.98406349
10,N9a,0,0,0,It looks like someone is putting something in someone’s hand,9,N9,N,a,0,0,1,0,0,0,7,1,6,0,6,0,10,28.55,3.172222222,0.950444341
10,N9b,0,0,0,Looks like his wife is divorcing him and giving back her wedding ring,9,N9,N,b,1,8,0,7,0,7,3,6,6,6,8,6,13,42.1,3.238461538,0.926767196
10,N9c,0,0,0,Like he is getting broken up with and being given back wedding ring,9,N9,N,c,1,8,0,7,0,7,7,6,6,6,8,6,13,35.69,2.974166667,1.084992319
10,P6a,0,0,0,A man looking at a girl possibly having a conversation with others,6,P6,P,a,0,0,1,0,0,0,4,2,6,0,4,0,12,35.66,2.971666667,1.041457312
10,P6b,0,0,0,A man listening to colleague talk while speaking to group of others,6,P6,P,b,0,0,2,0,1,0,7,1,6,2,5,4,12,35.55,2.9625,1.20536773
10,P6c,0,0,0,A woman talking to others and a man intently watching and listening to her,6,P6,P,c,1,0,2,0,3,0,8,2,8,3,7,5,14,41.27,2.947857143,1.226126977
10,N10a,0,0,0,A group of people doing something,10,N10,N,a,0,0,1,0,0,0,2,0,2,0,2,0,6,18.04,3.006666667,1.243216259
10,N10b,0,0,0,A group of people talking while one looks a little upset,10,N10,N,b,2,3,1,3,0,5,7,2,6,3,6,5,11,35.64,3.24,1.022741414
10,N10c,0,0,0,A group of friends talking while one seems to be left out and sad,10,N10,N,c,1,6,0,6,0,6,8,4,5,6,6,7,14,36.7,2.621428571,0.990305758
10,P7a,0,0,0,Some type of sports team either holding kid back or celebrating,7,P7,P,a,5,5,3,1,5,3,3,1,6,3,4,2,11,33.72,3.065454545,1.032766805
10,P7b,0,0,0,Looks like kids celebrating there sports team win,7,P7,P,b,7,0,6,0,7,0,7,1,5,3,7,2,8,24.45,3.05625,0.866469643
10,P7c,0,0,0,Kids excited from winning a game,7,P7,P,c,8,0,6,0,7,0,4,3,5,4,6,5,6,18.79,3.131666667,1.196451698
10,N11a,0,0,0,Looks like someone comforting someone crying or sick blowing their nose,11,N11,N,a,2,3,3,2,5,2,8,2,6,4,7,5,11,35.82,3.256363636,0.916823568
10,N11b,0,0,0,Looks like he is trying to talk to her and she is crying,11,N11,N,b,2,5,1,5,0,6,6,4,6,2,7,6,13,37.91,2.916153846,1.041445618
10,N11c,0,0,0,It looks like they are in therapy or something and she is crying and he is trying to talk to her,11,N11,N,c,2,3,1,6,0,7,7,3,7,5,6,7,21,56.41,2.686190476,0.939305468
10,P8a,0,0,0,A coach talking to her team,8,P8,P,a,0,0,3,0,2,0,2,0,6,2,6,3,6,19.78,3.296666667,0.965435998
10,P8b,0,0,0,Looks like a group of teammates talking to their coach,8,P8,P,b,1,0,3,0,2,0,7,1,6,2,5,0,10,31.12,3.112,1.061129377
10,P8c,0,0,0,A group of teammates talking about possible plays with their coach,8,P8,P,c,2,0,3,0,2,0,6,1,6,3,5,4,11,33.29,3.026363636,1.075158339
10,P9a,0,0,0,a woman crying,9,P9,P,a,1,7,0,5,0,6,8,1,7,0,6,4,3,11.71,3.903333333,0.610764548
10,P9b,0,0,0,a woman crying ,9,P9,P,b,1,7,0,5,0,6,8,0,7,0,6,6,3,11.71,3.903333333,0.610764548
10,P9c,0,0,0,A woman possibly a mother crying out of happiness on her birthday,9,P9,P,c,8,0,4,1,7,0,6,6,7,6,7,0,12,37.75,3.145833333,0.917174102
10,N12a,0,0,0,Maybe an office meeting,12,N12,N,a,1,0,1,0,0,0,1,0,5,2,3,0,4,10.91,2.7275,1.631959456
10,N12b,0,0,0,Looks like a girl making a presentation,12,N12,N,b,0,0,2,0,0,0,6,1,6,1,6,3,7,21.98,3.14,0.891160292
10,N12c,0,0,0,A girl giving a presentation at work to room of men,12,N12,N,c,1,0,2,0,0,0,8,1,7,1,7,0,11,35.64,3.24,1.197071426
10,P10a,0,0,0,Looks like the little girl is looking at something going on,10,P10,P,a,1,0,2,0,0,0,3,2,3,0,4,4,11,31.98,2.907272727,1.033644919
10,P10b,0,0,0,Looks like she is in a conversation and focused on what someone is saying,10,P10,P,b,1,0,2,0,1,0,3,4,4,0,5,0,14,41.01,2.929285714,0.760561172
10,P10c,0,0,0,They are friends or family having a conversation,10,P10,P,c,5,0,3,0,3,0,2,0,5,1,5,4,8,22.51,2.81375,0.846791212
10,P11a,0,0,0,2 girls looking at ones foot,11,P11,P,a,0,0,2,0,0,0,8,0,6,0,7,0,6,22.93,3.821666667,1.111888783
10,P11b,0,0,0,2 girls inspecting one of theirs foot,11,P11,P,b,0,0,2,0,0,0,8,0,7,0,7,0,7,26.22,3.745714286,1.114582988
10,P11c,0,0,0,2 friends sitting and one painting the others feet,11,P11,P,c,2,0,4,0,3,0,8,1,8,1,9,0,9,30.7,3.411111111,1.433879741
10,P12a,0,0,0,Group of friends maybe sitting talking,12,P12,P,a,1,0,2,0,1,0,3,1,4,0,4,0,6,19.25,3.208333333,1.366973543
10,P12b,0,0,0,a group of friends having a conversation,12,P12,P,b,0,0,2,0,1,0,3,0,5,0,5,5,7,20.82,2.974285714,0.806160802
10,P12c,0,0,0,A group of friends out for pizza and coffee having conversation,12,P12,P,c,5,0,4,0,2,0,7,1,6,0,8,4,11,33.26,3.023636364,1.234975892
11,N1a,0,0,0,There are four adults and they are all scrolling on their phones. ,1,N1,N,a,0,0,0,2,0,0,8,0,5,0,7,5,12,35.95,2.995833333,1.086265147
11,N1b,0,0,0,Three adults are busy scrolling on their phones while one is living in the moment. ,1,N1,N,b,2,2,1,2,2,2,4,3,6,6,6,5,15,46.9,3.126666667,1.110801941
11,N1c,0,0,0,Three adults are busy scrolling on their phones while one not and yawning. ,1,N1,N,c,1,2,0,3,0,3,8,1,8,3,8,5,13,41.42,3.186153846,1.177784208
11,N2a,0,0,0,A group of four girls is gossiping about a classmate. ,2,N2,N,a,2,5,0,6,0,6,8,2,3,5,6,2,10,33.53,3.353,1.031816629
11,N2b,0,0,0,A group of one girl and three guys is gossiping about a fellow female classmate.,2,N2,N,b,1,5,0,6,0,6,8,2,5,5,7,2,15,52.19,3.479333333,1.08550493
11,N2c,0,0,0,A group of three guys and a girl are talking and upsetting the teacher. ,2,N2,N,c,1,3,0,5,0,7,7,1,5,3,7,5,14,42.76,3.054285714,1.292223571
11,P1a,0,0,0,It is a conversation between two couples. ,1,P1,P,a,5,5,1,0,0,0,0,0,5,1,5,0,7,24.1,3.442857143,0.578034436
11,P1b,0,0,0,Three friends are consoling their mutual male friend. ,1,P1,P,b,2,3,3,2,2,0,3,1,6,5,6,5,8,25.47,3.18375,0.847550041
11,P1c,0,0,0,Two girl and one guy friend are consoling their mutual guy friend.,1,P1,P,c,2,0,3,2,2,0,3,1,6,5,7,5,12,41.28,3.44,1.131346744
11,N3a,0,0,0,A work team of five people are having a laugh during a meeting. ,3,N3,N,a,8,0,4,0,6,0,8,1,6,2,7,2,13,40,3.076923077,1.009070402
11,N3b,0,0,0,A work team of five people are having a laugh during a meeting. ,3,N3,N,b,8,0,4,0,6,0,8,1,6,2,7,2,13,40,3.076923077,1.009070402
11,N3c,0,0,0,A work group of four people are laughing at their other coworker during a meeting. ,3,N3,N,c,1,6,1,5,6,0,8,1,7,2,8,6,15,42.99,3.070714286,0.989642237
11,N4a,0,0,0,Two people are having an intense conversation. ,4,N4,N,a,5,5,0,4,0,3,3,2,6,3,5,4,7,20.08,2.868571429,1.226301058
11,N4b,0,0,0,A man is telling his female coworker to calm down. ,4,N4,N,b,2,5,0,5,0,3,3,2,4,7,7,5,10,30.39,3.376666667,1.093892134
11,N4c,0,0,0,A male and female coworker are in a disagreement. ,4,N4,N,c,2,5,0,5,0,4,2,0,4,3,5,2,9,29.14,3.237777778,1.0802636
11,P2a,0,0,0,Three elderly people are gathered around a cooked turkey.,2,P2,P,a,0,0,3,0,4,0,8,0,8,2,8,0,9,31.04,3.448888889,1.108788127
11,P2b,0,0,0,The elderly woman is presenting the cooked turkey to two of her elderly peers.,2,P2,P,b,2,0,4,0,4,0,8,1,9,1,9,0,14,45.44,3.245714286,1.222391819
11,P2c,0,0,0,It is Thanksgiving and the elderly woman is presenting the turkey to an eldery man and a middle age man. ,2,P2,P,c,5,0,4,0,5,0,8,0,9,2,9,0,20,55.16,3.064444444,1.2919125
11,N5a,0,0,0,A group of friends are all on their phones while one is not and bored. ,5,N5,N,a,1,5,0,4,0,3,7,2,6,4,7,5,15,43.69,2.912666667,1.049356719
11,N5b,0,0,0,A group of friends are all on their phones while one is not and bored. ,5,N5,N,b,2,3,0,4,0,3,8,2,6,4,7,5,15,43.69,2.912666667,1.049356719
11,N5c,0,0,0,A group of friends are all on their phones while one is not and bored. ,5,N5,N,c,1,3,0,4,0,3,8,2,6,4,7,5,15,43.69,2.912666667,1.049356719
11,N6a,0,0,0,Three men in suits sit on a couch. ,6,N6,N,a,0,0,0,0,0,0,9,0,7,0,7,0,8,32.39,4.04875,0.84172336
11,N6b,0,0,0,Three men in suits are sitting on a couch. ,6,N6,N,b,0,0,0,0,0,0,9,0,7,0,7,0,9,34.24,3.804444444,1.075687119
11,N6c,0,0,0,Three men are sitting on a couch in suits. It is after New Year's and two are on their phones while one is bored all alone. ,6,N6,N,c,1,2,1,3,0,6,8,4,8,5,8,5,26,83.26,3.3304,1.068821313
11,N7a,0,0,0,Two friends are catching up. ,7,N7,N,a,2,0,2,0,2,0,2,0,6,5,5,3,5,11.96,2.99,0.955510335
11,N7b,0,0,0,Two friends are in an intense conversation. ,7,N7,N,b,5,5,0,3,0,3,2,2,6,3,5,4,7,19.25,2.75,0.920181142
11,N7c,0,0,0,One friend is shunning the other away as they are in an intense conversation. ,7,N7,N,c,2,6,0,5,0,5,3,4,7,4,6,6,14,35.64,2.545714286,0.858188739
11,P3a,0,0,0,A woman is stressed as she is leading a work meeting. ,3,P3,P,a,2,5,0,5,0,5,3,3,6,5,6,6,11,36.84,3.349090909,0.820481012
11,P3b,0,0,0,A woman is stressed as she is leading a work meeting. ,3,P3,P,b,2,5,0,5,0,5,3,4,6,5,6,3,11,36.84,3.349090909,0.820481012
11,P3c,0,0,0,A woman is stressed as she is leading a work meeting. ,3,P3,P,c,2,6,0,5,0,5,3,3,6,5,6,3,11,36.84,3.349090909,0.820481012
11,P4a,0,0,0,A work meeting is taking place. ,4,P4,P,a,0,0,0,0,0,0,2,0,5,2,4,0,6,20.2,3.366666667,0.342091606
11,P4b,0,0,0,A work meeting is taking place. ,4,P4,P,b,0,0,0,0,0,0,2,0,5,2,4,0,6,20.2,3.366666667,0.342091606
11,P4c,0,0,0,A work meeting is taking place. ,4,P4,P,c,0,0,0,0,0,0,2,0,5,2,4,3,6,20.2,3.366666667,0.342091606
11,P5a,0,0,0,A woman is yelling at a little boy and another woman. ,5,P5,P,a,1,7,0,6,0,7,8,1,7,2,8,3,11,37.92,3.447272727,1.024207898
11,P5b,0,0,0,A woman is yelling at a little boy and another woman. ,5,P5,P,b,1,7,0,6,0,7,8,1,7,2,8,0,11,37.92,3.447272727,1.024207898
11,P5c,0,0,0,A woman is making a funny face at a little boy and another woman. ,5,P5,P,c,3,0,4,0,6,0,8,1,8,2,9,0,14,47.35,3.382142857,1.031236588
11,N8a,0,0,0,Two women are in a room together. ,8,N8,N,a,0,0,0,0,0,0,8,0,5,0,5,5,7,24.27,3.467142857,1.05302286
11,N8b,0,0,0,A mother is conversing with her daughter during christmas time. ,8,N8,N,b,5,0,3,0,3,0,2,0,5,2,6,7,10,32.38,3.238,1.034459601
11,N8c,0,0,0,A mother is conversing with her daughter during christmas time. ,8,N8,N,c,5,0,3,0,3,0,2,0,5,2,6,4,10,32.38,3.238,1.034459601
11,N9a,0,0,0,A woman is handing a man a pill. ,9,N9,N,a,0,0,0,2,0,0,9,0,8,0,8,4,8,32.37,4.04625,0.711917682
11,N9b,0,0,0,A woman is handing a man her wedding ring. ,9,N9,N,b,1,5,0,6,0,6,8,1,8,3,9,0,9,35.32,3.924444444,0.781090762
11,N9c,0,0,0,A woman is handing a distraught man her wedding ring. ,9,N9,N,c,1,7,0,7,0,7,8,4,8,4,9,6,10,37.59,3.759,0.903345018
11,P6a,0,0,0,A man and two women are having an intense conversation. ,6,P6,P,a,5,5,0,4,0,3,4,2,5,3,5,5,10,29.38,2.938,1.235383881
11,P6b,0,0,0,A man and two women are having an intense conversation. ,6,P6,P,b,5,5,0,4,0,3,4,2,5,3,5,2,10,29.38,2.938,1.235383881
11,P6c,0,0,0,A man and three woman are engaged in a conversation. ,6,P6,P,c,0,0,1,0,2,0,7,0,5,0,5,2,10,31.09,3.109,1.063667137
11,N10a,0,0,0,A woman is sitting with her two children. ,10,N10,N,a,0,0,3,0,1,0,7,0,7,0,6,2,8,30.4,3.8,0.981238285
11,N10b,0,0,0,A group of friends is conversing while one feels left out. ,10,N10,N,b,2,5,1,5,0,4,3,2,5,7,5,6,11,31.95,2.904545455,0.879401656
11,N10c,0,0,0,A group of friends is talking about the one left out member.,10,N10,N,c,2,5,0,6,0,6,2,2,5,7,6,7,12,35.61,2.9675,0.96790425
11,P7a,0,0,0,A soccer player is celebrating a goal. ,7,P7,P,a,8,0,5,0,7,0,6,1,7,4,7,7,7,20.85,3.475,0.596883573
11,P7b,0,0,0,A soccer player is celebrating a goal with his teammates. ,7,P7,P,b,8,0,6,0,7,0,8,1,7,4,8,0,10,29.8,3.311111111,0.760467692
11,P7c,0,0,0,A soccer player is celebrating a goal with his teammates. ,7,P7,P,c,8,0,6,0,7,0,8,1,7,4,8,0,10,29.8,3.311111111,0.760467692
11,N11a,0,0,0,A man is consoling an upset woman. ,11,N11,N,a,2,5,3,4,3,2,3,2,5,6,7,5,7,24.16,3.451428571,1.175860374
11,N11b,0,0,0,A boyfriend is asking for forgiveness from his partner. ,11,N11,N,b,3,2,2,5,0,4,2,1,4,8,5,5,9,25.53,2.836666667,1.08528798
11,N11c,0,0,0,A woman is very upset and just received poor news from her boyfriend. ,11,N11,N,c,1,8,0,7,0,6,2,3,5,7,4,5,13,36.15,2.780769231,1.069419325
11,P8a,0,0,0,It is a team timeout. ,8,P8,P,a,0,0,1,0,0,0,2,0,3,3,4,3,5,17.03,3.406,0.454400704
11,P8b,0,0,0,It is a team timeout.,8,P8,P,b,0,0,1,0,0,0,2,0,3,3,4,3,5,17.03,3.406,0.454400704
11,P8c,0,0,0,It is a female soccer team's timeout. ,8,P8,P,c,0,0,1,0,0,0,7,0,3,3,5,5,7,26.36,3.765714286,0.719765173
11,P9a,0,0,0,A older woman is crying on her birthday. ,9,P9,P,a,1,5,1,6,0,6,8,2,7,3,7,0,8,27.81,3.47625,0.588628855
11,P9b,0,0,0,A older woman is crying on her birthday. ,9,P9,P,b,1,5,1,6,0,6,8,2,7,3,7,0,8,27.81,3.47625,0.588628855
11,P9c,0,0,0,A older woman is crying on her birthday. ,9,P9,P,c,1,5,1,6,0,6,8,2,7,3,7,0,8,27.81,3.47625,0.588628855
11,N12a,0,0,0,This is a work meeting with a woman leading. ,12,N12,N,a,0,0,0,0,0,0,3,0,6,2,5,0,9,29.61,3.29,0.832511261
11,N12b,0,0,0,A work meeting with a woman leading. ,12,N12,N,b,5,0,0,0,0,0,6,0,6,2,5,0,7,23.54,3.362857143,0.793236289
11,N12c,0,0,0,This is a work meeting with a woman leading to three men. She is having an intense conversation with one of the men. ,12,N12,N,c,0,0,0,5,0,3,7,2,7,3,7,0,23,70.05,3.045652174,1.082681125
11,P10a,0,0,0,Five men are sitting on a ledge. ,10,P10,P,a,0,0,0,0,0,0,8,0,8,0,7,0,7,26.53,3.79,1.098347243
11,P10b,0,0,0,A group of friends are sitting on a ledge joking around. ,10,P10,P,b,7,0,4,0,5,0,8,1,8,2,7,0,11,34.84,3.167272727,1.07333211
11,P10c,0,0,0,A friend group of at least 6 people are sitting on a bench joking around. ,10,P10,P,c,7,0,4,0,5,0,8,1,8,2,7,0,15,47.98,3.198666667,1.063544389
11,P11a,0,0,0,A woman is giving another woman a foot massage. ,11,P11,P,a,1,0,4,0,1,0,9,0,8,0,8,0,9,33.95,3.772222222,0.79164035
11,P11b,0,0,0,A woman is giving another woman a foot massage.,11,P11,P,b,1,0,4,0,1,0,9,0,8,0,8,3,9,33.95,3.772222222,0.79164035
11,P11c,0,0,0,A friend is painting her fellow friends toenails at a sleepover. ,11,P11,P,c,5,0,5,0,4,0,8,0,6,1,9,3,11,38.35,3.486363636,0.807914262
11,P12a,0,0,0,It is a dinner of four friends.,12,P12,P,a,1,0,3,0,1,0,2,0,6,0,6,0,7,22.6,3.228571429,0.890550926
11,P12b,0,0,0,It is a dinner of four friends.,12,P12,P,b,1,0,3,0,1,0,2,0,6,0,6,0,7,22.6,3.228571429,0.890550926
11,P12c,0,0,0,It if five friends sharing a pizza and coffees. Three males and two females. ,12,P12,P,c,1,0,3,0,2,0,8,0,7,0,8,0,14,46.82,3.344285714,1.255135385
12,N1a,1,0,0,People on break from work,1,N1,N,a,5,0,0,0,0,0,2,0,3,3,4,0,5,17,3.4,1.036942621
12,N1b,1,0,0,People on break from work On their phones,1,N1,N,b,0,0,0,2,0,0,7,0,4,3,6,0,8,28.45,3.55625,0.945922641
12,N1c,1,0,0,People on break from work On their phones,1,N1,N,c,0,0,0,2,0,0,7,0,4,3,6,0,8,28.45,3.55625,0.945922641
12,N2a,1,0,0,Friends talking,2,N2,N,a,5,0,1,0,0,0,3,0,4,2,4,0,2,7.14,3.57,0.707106781
12,N2b,1,0,0,Friends talking,2,N2,N,b,0,0,1,0,0,0,2,0,4,2,4,0,2,7.14,3.57,0.707106781
12,N2c,1,0,0,Friends talking excluding someone,2,N2,N,c,1,7,0,5,0,5,3,1,4,5,5,0,4,13.47,3.3675,0.647578824
12,P1a,1,0,0,Coworkers discussing,1,P1,P,a,0,0,0,0,0,0,2,0,4,1,4,0,2,7.45,3.725,0.784888527
12,P1b,1,0,0,Friends sympathizing,1,P1,P,b,5,0,3,0,5,0,2,2,1,7,4,5,2,4.61,2.305,1.081873375
12,P1c,1,0,0,Friends sympathyzing,1,P1,P,c,1,0,3,0,5,0,2,1,1,7,4,0,2,3.07,3.07,NA
12,N3a,1,0,0,A dinner with friends,3,N3,N,a,5,0,3,0,1,0,3,0,5,1,6,0,4,12.82,3.205,1.024581215
12,N3b,1,0,0,An office meeting,3,N3,N,b,0,0,0,0,0,0,2,0,5,2,4,0,3,9.39,3.13,1.738648901
12,N3c,1,0,0,An office meeting with coworkers ,3,N3,N,c,1,0,0,0,0,0,3,0,5,2,4,0,5,15.67,3.134,1.470129246
12,N4a,1,0,0,Coworkers discussing ,4,N4,N,a,0,0,0,0,0,0,2,0,5,2,4,0,2,7.45,3.725,0.784888527
12,N4b,1,0,0,A couple arguing,4,N4,N,b,1,7,0,6,0,5,3,0,5,4,5,2,3,9.93,3.31,0.592283716
12,N4c,1,0,0,Coworkers disagreeing ,4,N4,N,c,2,5,0,5,0,4,2,1,5,4,4,2,2,7.05,3.525,1.06773124
12,P2a,1,0,0,Family eating together,2,P2,P,a,7,0,3,0,2,0,8,0,6,1,6,0,3,11.41,3.803333333,0.926840511
12,P2b,1,0,0,Family on thanksgiving,2,P2,P,b,5,0,4,0,2,0,2,0,4,3,6,0,3,10.81,3.603333333,0.544181342
12,P2c,1,0,0,Family on thanksgiving,2,P2,P,c,5,0,4,0,2,0,2,0,4,3,6,0,3,10.81,3.603333333,0.544181342
12,N5a,1,0,0,People on work break,5,N5,N,a,0,0,0,0,0,0,2,0,2,3,4,0,4,15.16,3.79,0.647816847
12,N5b,1,0,0,People on work break,5,N5,N,b,0,0,0,0,0,0,2,0,2,3,4,0,4,15.16,3.79,0.647816847
12,N5c,1,0,0,People on work break,5,N5,N,c,0,0,0,0,0,0,2,0,2,3,4,0,4,15.16,3.79,0.647816847
12,N6a,1,0,0,Friends celebrating ,6,N6,N,a,8,0,6,0,6,0,2,1,6,4,5,2,2,5.97,2.985,0.120208153
12,N6b,1,0,0,Friends celebrating ,6,N6,N,b,8,0,6,0,6,0,3,1,6,4,5,2,2,5.97,2.985,0.120208153
12,N6c,1,0,0,Friends celebrating ,6,N6,N,c,8,0,6,0,6,0,3,1,6,4,5,2,2,5.97,2.985,0.120208153
12,N7a,1,0,0,Two friends talking,7,N7,N,a,0,0,1,0,0,0,1,0,5,0,5,0,3,11.32,3.773333333,0.611582646
12,N7b,1,0,0,A couple arguing,7,N7,N,b,1,6,0,6,0,5,3,0,5,3,5,2,3,9.93,3.31,0.592283716
12,N7c,1,0,0,Friends disagreeing ,7,N7,N,c,2,2,0,5,0,4,2,0,5,4,4,2,2,5.84,2.92,0.212132034
12,P3a,1,0,0,An office meeting/presentation,3,P3,P,a,0,0,1,0,0,0,2,0,5,1,5,3,3,12.5,3.125,1.419636104
12,P3b,1,0,0,An office meeting/presentation,3,P3,P,b,0,0,1,0,0,0,2,0,5,1,5,3,3,12.5,3.125,1.419636104
12,P3c,1,0,0,An office meeting/presentation,3,P3,P,c,0,0,1,0,0,0,2,0,5,1,5,3,3,12.5,3.125,1.419636104
12,P4a,1,0,0,An office meeting,4,P4,P,a,0,0,0,0,0,0,2,0,4,1,4,0,3,9.39,3.13,1.738648901
12,P4b,1,0,0,An office meeting,4,P4,P,b,0,0,0,0,0,0,2,0,4,1,4,0,3,9.39,3.13,1.738648901
12,P4c,1,0,0,An office meeting,4,P4,P,c,5,5,0,0,0,0,2,0,4,1,4,0,3,9.39,3.13,1.738648901
12,P5a,1,0,0,An argument ,5,P5,P,a,2,5,0,6,0,5,0,0,3,4,3,2,2,4.31,2.155,0.982878426
12,P5b,1,0,0,Making silly faces at a baby,5,P5,P,b,8,0,5,0,6,0,8,1,6,2,9,3,6,20.06,3.343333333,1.301225064
12,P5c,1,0,0,Making silly faces at a baby,5,P5,P,c,7,0,5,0,6,0,8,1,6,2,9,3,6,20.06,3.343333333,1.301225064
12,N8a,1,0,0,Family disagreeing,8,N8,N,a,2,5,0,5,0,4,2,1,4,4,4,2,2,7,3.5,1.032375901
12,N8b,1,0,0,Family disagreeing,8,N8,N,b,2,5,0,5,0,4,2,1,4,4,4,2,2,7,3.5,1.032375901
12,N8c,1,0,0,Family disagreeing,8,N8,N,c,2,5,0,5,0,4,2,1,4,4,4,2,2,7,3.5,1.032375901
12,N9a,1,0,0,A distraught man,9,N9,N,a,1,8,0,6,0,6,2,2,6,5,3,5,3,10.31,3.436666667,1.270328042
12,N9b,1,0,0,A woman giving a man her wedding ring,9,N9,N,b,1,2,0,6,0,6,9,1,8,3,9,5,8,29.5,3.6875,0.844862626
12,N9c,1,0,0,A woman breaking up with a man,9,N9,N,c,2,5,0,7,0,7,2,0,3,0,4,6,7,20.86,3.476666667,1.010893994
12,P6a,1,0,0,People discussing,6,P6,P,a,5,5,0,0,0,0,2,0,4,0,4,0,2,7.89,3.945,1.096015511
12,P6b,1,0,0,Peoplemdiscussing,6,P6,P,b,0,0,0,0,0,0,1,0,4,0,4,0,1,0,NA,NA
12,P6c,1,0,0,People discussing,6,P6,P,c,5,5,0,0,0,0,2,0,4,0,4,0,2,7.89,3.945,1.096015511
12,N10a,1,0,0,Friends at coffee,10,N10,N,a,5,0,2,0,1,0,7,0,5,2,5,0,3,9.95,3.316666667,1.386554483
12,N10b,1,0,0,Friends having coffeer,10,N10,N,b,5,0,2,0,1,0,6,0,6,1,5,0,3,5.25,2.625,0.629325035
