subj,prompt,excluded_subj,excluded_subj_rep,excluded_response,response,prompt_val,prompt_set,prompt_val_set,prompt_stage,concrete_gpt,abstract_gpt,negativity_gpt,positivity_gpt,word_counts,brysbaert_sum,brysbaert_mean,brysbaert_sd
39,P4a,0,0,0,A boardroom gathering of colleagues.,P,4,P4,a,4,0,0,1,5,16.12,3.224,1.120571283
39,P4b,0,0,0,A dark-haired woman wearing a white and black top explains to her colleagues something at a work meeting.,P,4,P4,b,7,1,0,1,18,59.77,3.145789474,0.92574484
39,P4c,0,0,0,"A group of colleagues pays rapt and respectful attention to a dark-haired woman wearing a black and white top, who appears to be speaking or explaining some point.",P,4,P4,c,8,3,0,7,28,81.3,2.903571429,1.005791431
39,P5a,0,0,0,A woman with glasses looks at a child and makes a funny face.,P,5,P5,a,9,1,0,7,13,42.4,3.261538462,1.148309236
39,P5b,0,0,0,A woman wearing glasses makes a funny face at a child while the child's guardian holds them.,P,5,P5,b,8,1,0,6,17,57.29,3.37,1.113653896
39,P5c,0,0,0,"A dark-haired woman makes a funny face at a child in their mother's lap, who holds them securely and smiles.",P,5,P5,c,8,2,0,7,20,71.66,3.412380952,0.987288736
39,N8a,0,0,0,"An older woman looking down at a younger person, who is ignoring her.",N,8,N8,a,8,2,3,1,13,39.21,3.016153846,0.992576936
39,N8b,0,0,0,"An older woman, visibly distressed next to a Christmas tree, expresses her upset to someone off-camera, while a younger woman sits with arms crossed.",N,8,N8,b,8,3,7,1,24,75.29,3.137083333,1.191066308
39,N8c,0,0,0,Two women stare at someone off-screen with obvious disapproval and/or distress/discomfort.,N,8,N8,c,8,3,7,1,11,40.48,2.891428571,1.08600083
39,N9a,0,0,0,"A man sits with his palm out, something held within as a hand reaches for the object.",N,9,N9,a,8,1,0,0,17,53.36,3.138823529,1.203940833
39,N9b,0,0,0,A man holds a ring outstretched as a woman's fingers reach for the gold ring.,N,9,N9,b,9,1,0,7,15,53.14,3.542666667,1.271559597
39,N9c,0,0,0,A crying man holds his ring outstretched for his wife to take back. He looks distraught.,N,9,N9,c,9,6,7,1,16,48.64,3.242666667,0.998087218
39,P6a,0,0,0,A man gazes with confusion at a dark-haired woman.,P,6,P6,a,8,4,2,1,9,33.66,3.366,1.010337677
39,P6b,0,0,0,A man listens to a dark-haired woman explain something.,P,6,P6,b,7,1,0,0,9,32.73,3.273,1.15135717
39,P6c,0,0,0,A group of three people listen to a woman demonstrating something using a visual aid.,P,6,P6,c,7,1,0,5,15,46.55,3.103333333,0.945732269
39,N10a,0,0,0,Three people sit gathered around a table.,N,10,N10,a,8,0,0,0,7,26,3.714285714,1.142217976
39,N10b,0,0,0,"Five people sit gathered around a long table, one woman sitting on top of it while the two closest men converse. The woman at the closest to the point of view looks bored, her head resting on a hand, as one of the conversing men points a thumb in her direction.",N,10,N10,b,9,6,3,2,51,160.64,3.149803922,1.135368645
39,N10c,0,0,0,"A dark-haired woman sits at the end of a table, looking dejected or perhaps hoping to go ignored, while four others converse behind her. One jabs a thumb in her direction, implying gossip, whole the other two listen with rapt attention. The third member is present, but not visible.",N,10,N10,c,8,7,6,1,49,136.83,2.850625,1.037237342
39,P7a,0,0,0,Three young people in sports uniforms celebrate.,P,7,P7,a,8,0,0,8,7,25.55,3.65,0.75720979
39,P7b,0,0,0,"Three children in sports clothing gather around a fourth, congratulating him and reveling in a hard-won victory.",P,7,P7,b,8,6,0,8,17,51.36,3.021176471,0.805581175
39,P7c,0,0,0,"Four young boys in sports clothes jubilantly celebrate their victory, celebrating a particular member of their team for his pivotal role.",P,7,P7,c,7,6,0,9,21,60.85,2.897619048,0.767032625
39,N11a,0,0,0,A dark-skinned man attempts to comfort a woman on a couch.,N,11,N11,a,8,1,0,2,11,42.7,3.558333333,1.060024299
39,N11b,0,0,0,"A dark-skinned man clasps his hands together as he speaks to a similarly dark-skinned woman, who appears to be crying.",N,11,N11,b,9,2,2,1,20,74.32,3.378181818,1.174979782
39,N11c,0,0,0,"A dark-skinned has his hands clasped in what appears to be an apology to a visibly distraught woman, who clutches a tissue to her face.",N,11,N11,c,9,6,6,1,25,77.12,3.0848,1.175762589
39,P8a,0,0,0,"A red-faced woman stands with four others in red shirts, gathered around in a field.",P,8,P8,a,8,0,0,0,15,55.79,3.486875,0.997842464
39,P8b,0,0,0,A red-faced woman converses with four red-shirted women in a field.,P,8,P8,b,8,1,0,0,11,44.25,3.6875,0.854688939
39,P8c,0,0,0,"Four women or girls in sports uniforms stand around their coach in a jacket holding a notepad, who appears to be directing them.",P,8,P8,c,9,2,0,2,23,75.33,3.275217391,1.068013745
39,P9a,0,0,0,An older blonde woman looks emotionally moved in front of what appears to be a cake with candles.,P,9,P9,a,8,4,1,3,18,52.98,2.943333333,1.166659384
39,P9b,0,0,0,"An older blonde woman weeps, alone at the table with her birthday cake while others converse in the background.",P,9,P9,b,8,3,7,1,19,53.02,2.945555556,1.24790753
39,P9c,0,0,0,"An older woman sits at a table with candles, her moved expression ambiguous as to either laughter or sadness. Someone is near her, but more are present in the background of the restaurant.",P,9,P9,c,8,4,2,2,33,91.45,2.771212121,1.171923519
39,N12a,0,0,0,"A boardroom meeting between colleagues, discussing strategy.",N,12,N12,a,3,1,0,0,7,22.52,3.217142857,0.852871899
39,N12b,0,0,0,"A woman stands at the head of a boardroom table, her colleagues looking on, with a visual aid in her hands.",N,12,N12,b,8,0,0,2,21,69.63,3.315714286,1.018737314
39,N12c,0,0,0,"A woman giving a look of stern disapproval gestures openly to the table. Two men look visibly uncomfortable and avert their eyes, where a third boldly stares at the reproachful woman. It is clearly a business meeting of some kind between colleagues.",N,12,N12,c,8,7,5,1,42,116.32,2.837073171,1.032458822
39,P10a,0,0,0,A child sits listening intently as a woman speaks. Several other figures also listen.,P,10,P10,a,7,1,0,2,14,45.33,3.237857143,1.056839836
39,P10b,0,0,0,"A smiling woman speaks to a group of three others, her fingers raised.",P,10,P10,b,8,2,0,4,13,43.96,3.381538462,1.086890413
39,P10c,0,0,0,"A woman smiles at a man in a red shirt, while four others look on as he speaks. He is holding what appears to be food in one hand, and is gesturing with the other.",P,10,P10,c,9,2,0,7,35,110.49,3.156857143,1.101402238
39,P11a,0,0,0,A woman helping another woman with an injury.,P,11,P11,a,7,1,0,7,8,24.88,3.11,1.126955443
39,P11b,0,0,0,"A blonde woman's foot being examined by another, dark-haired woman.",P,11,P11,b,8,0,0,0,10,38.71,3.519090909,1.151576785
39,P11c,0,0,0,Two women in comfortable clothes do one another's nails.,P,11,P11,c,8,1,0,6,9,31.52,3.502222222,0.935838899
39,P12a,0,0,0,focusing on a friend who appears to be uncomfortable at a social gathering.,P,12,P12,a,7,3,3,2,13,32.6,2.507692308,0.633694904
39,P12b,0,0,0,an intense conversation happening between two people at a social gathering or event.,P,12,P12,b,3,2,1,2,13,35.3,2.715384615,0.953935842
39,P12c,0,0,0,"A friendly gathering around pizza and coffee, where four of the attending friends are paying attention to the one who is speaking.",P,12,P12,c,8,2,0,8,22,56.59,2.694761905,1.128404267
40,N1a,0,0,0,The same coffee shop.,N,1,N1,a,2,0,0,0,4,8.9,2.966666667,1.723378465
40,N1b,0,0,0,The girl from the other photo looks more positive.,N,1,N1,b,2,2,0,6,9,23.61,2.623333333,1.373808575
40,N1c,0,0,0,The male is extremely tired at this coffee shop.,N,1,N1,c,3,3,3,1,9,25.69,3.21125,1.48200094
40,N2a,0,0,0,A group of girls.,N,2,N2,a,3,0,0,0,4,13.89,3.4725,1.368122192
40,N2b,0,0,0,A group of friends talking about the girl.,N,2,N2,b,2,0,0,5,8,24.23,3.02875,1.288924663
40,N2c,0,0,0,Looks like a group of teachers who do not like the girl.,N,2,N2,c,3,4,6,1,12,32.86,2.738333333,1.192909608
40,P1a,0,0,0,This looks like a therapy session.,P,1,P1,a,6,1,0,2,6,15.67,2.611666667,0.515729257
40,P1b,0,0,0,Three people look like they are in a serious situation.,P,1,P1,b,4,2,6,2,10,28.35,2.835,0.909520631
40,P1c,0,0,0,Three friends are calming down the friend.,P,1,P1,c,2,1,0,3,7,15.36,2.56,0.834553773
40,N3a,0,0,0,A business meeting.,N,3,N3,a,2,0,0,0,3,9.53,3.176666667,0.153731367
40,N3b,0,0,0,A positive business meeting.,N,3,N3,b,2,1,0,8,4,11.97,2.9925,0.389133653
40,N3c,0,0,0,A business meeting but something is becoming the outcast and being laughed at.,N,3,N3,c,3,3,6,1,13,29.42,2.451666667,0.852011879
40,N4a,0,0,0,A therapy session.,N,4,N4,a,2,0,0,0,3,8.68,2.893333333,0.337095437
40,N4b,0,0,0,A serious meeting.,N,4,N4,b,2,1,1,1,3,8.35,2.783333333,0.604841577
40,N4c,0,0,0,This seems to be a disagreement about something.,N,4,N4,c,1,1,2,2,8,17.1,2.1375,0.626161777
40,P2a,0,0,0,It looks like a family reunion where turkey is being served. Maybe it is thanksgiving.,P,2,P2,a,7,2,0,7,15,46.06,3.070666667,1.006496517
40,P2b,0,0,0,Grandma looks excited about the turkey she prepared.,P,2,P2,b,7,6,0,8,8,23.28,2.91,1.279419511
40,P2c,0,0,0,The younger male looks excited to eat! This is definitely at thanksgiving dinner.,P,2,P2,c,4,6,0,8,13,37.67,2.897692308,1.158714473
40,N5a,0,0,0,This looks like a public area. ,N,5,N5,a,6,0,0,1,6,16.53,2.755,0.689775326
40,N5b,0,0,0,This is a coffee shop where people are looking focused on their phones.,N,5,N5,b,7,2,0,2,13,39.14,3.261666667,1.141472998
40,N5c,0,0,0,"The girl looks tired or anxious about something. She is the only one not on her phone, but she is dressed nice so maybe she is taking a break from work.",N,5,N5,c,6,7,3,3,31,91.53,2.952580645,1.145472152
40,N6a,0,0,0,A male is taking a selfie.,N,6,N6,a,7,0,0,0,6,17.94,3.588,0.584653744
40,N6b,0,0,0,"The male on the right looks like he is in a positive mood, however the one in the middle looks distraught.",N,6,N6,b,3,6,3,4,21,57.72,2.748571429,0.980705286
40,N6c,0,0,0,This is a birthday party or some type of celebration. The guests look uninterested.,N,6,N6,c,4,3,3,4,14,36.67,2.820769231,1.044983744
40,N7a,0,0,0,This looks like a pair of roommates. ,N,7,N7,a,6,0,0,5,7,20.31,2.901428571,1.066261828
40,N7b,0,0,0,A type of coffee date.,N,7,N7,b,2,0,0,1,5,16.93,3.386,1.147009154
40,N7c,0,0,0,There seems to be a disagreement between the two.,N,7,N7,c,1,2,2,2,9,21.9,2.433333333,0.917646446
40,P3a,0,0,0,A teacher teaching class.,P,3,P3,a,4,0,0,0,4,14.77,3.6925,0.632369881
40,P3b,0,0,0,A student giving a presentation or participating in class.,P,3,P3,b,6,0,0,5,9,28.52,3.168888889,0.874977777
40,P3c,0,0,0,A girl speaking in a business meeting.,P,3,P3,c,7,0,0,5,7,24.33,3.475714286,0.649585949
40,P4a,0,0,0,A business meeting.,P,4,P4,a,2,0,0,0,3,9.53,3.176666667,0.153731367
40,P4b,0,0,0,A large business meeting in a nice conference room.,P,4,P4,b,6,0,0,5,9,29.98,3.331111111,0.704422537
40,P4c,0,0,0,A weekly meeting for this business.,P,4,P4,c,2,0,0,1,6,16.58,2.763333333,0.707069068
40,P5a,0,0,0,The women is frightened or scared.,P,5,P5,a,2,2,7,1,6,17.57,2.928333333,1.189578357
40,P5b,0,0,0,The women is maybe playing a game with the child.,P,5,P5,b,3,2,0,5,10,30.54,3.054,1.359168046
40,P5c,0,0,0,The women is definitely trying to make the child laugh or scare the child.,P,5,P5,c,2,7,1,2,14,39.31,2.807857143,1.350858295
40,N8a,0,0,0,The girl could be sad.,N,8,N8,a,2,2,3,2,5,15.75,3.15,1.541492783
40,N8b,0,0,0,The mom looks confused and the girl looks irritated.,N,8,N8,b,7,4,5,1,9,24.02,2.668888889,1.263214594
40,N8c,0,0,0,It is Christmas time and the daughter looks irritated about something.,N,8,N8,c,3,3,3,4,11,29.94,2.721818182,1.063671173
40,N9a,0,0,0,A hand reaching out or grabbing something.,N,9,N9,a,8,0,0,0,7,18.44,3.073333333,1.136479946
40,N9b,0,0,0,A ring put on someones hand.,N,9,N9,b,8,0,0,5,6,22.24,3.706666667,0.907450641
40,N9c,0,0,0,A women giving back her wedding ring to the husband.,N,9,N9,c,8,1,6,1,10,32.88,3.288,1.166674286
40,P6a,0,0,0,A male speaking to a woman.,P,6,P6,a,3,0,0,0,6,20.66,3.443333333,1.074461105
40,P6b,0,0,0,A conversation between adults.,P,6,P6,b,2,0,0,1,4,13.65,3.4125,0.706794407
40,P6c,0,0,0,A presentation given by a woman and her colleagues are listening.,P,6,P6,c,4,0,0,1,11,32.08,2.916363636,0.931721769
40,N10a,0,0,0,Friends hanging out in a room.,N,10,N10,a,7,0,0,7,6,16.7,3.34,0.845813218
40,N10b,0,0,0,A girl looks like an outsider.,N,10,N10,b,3,2,2,2,6,16.74,2.79,1.206200647
40,N10c,0,0,0,The girl looks like she was not invited to eat lunch with the others.,N,10,N10,c,4,6,6,1,14,37.19,2.656428571,1.178190315
40,P7a,0,0,0,This is something aggressive going on.,P,7,P7,a,2,2,6,1,6,16.83,2.805,0.782987867
40,P7b,0,0,0,The child is receiving a hug because of a celebration.,P,7,P7,b,4,3,0,8,10,29.83,2.983,1.209876486
40,P7c,0,0,0,The child got the game winning point and people are celebrating him.,P,7,P7,c,6,2,0,9,12,35.11,2.925833333,1.268517089
40,N11a,0,0,0,Someone looks sick or sad.,N,11,N11,a,7,2,6,2,5,14.43,2.886,0.721962603
40,N11b,0,0,0,A male comforting his friend.,N,11,N11,b,3,1,0,6,5,16.46,3.292,0.670014925
40,N11c,0,0,0,The girl is sick and a male is praying for her.,N,11,N11,c,3,2,4,2,11,34.17,3.106363636,1.173458757
40,P8a,0,0,0,A sports practice.,P,8,P8,a,2,0,0,5,3,9.25,3.083333333,0.501231816
40,P8b,0,0,0,A team.,P,8,P8,b,1,0,0,5,2,7.04,3.52,0.381837662
40,P8c,0,0,0,A practice maybe soccer.,P,8,P8,c,2,0,0,5,4,12.05,3.0125,1.363851776
40,P9a,0,0,0,The woman is upset.,P,9,P9,a,2,2,7,1,4,12.23,3.0575,1.389997002
40,P9b,0,0,0,The women is at a restaurant and is upset.,P,9,P9,b,3,2,6,1,9,27.89,3.098888889,1.288229836
40,P9c,0,0,0,Something is being celebrated however it is hard to tell whether is is sad or happy tears.,P,9,P9,c,3,4,2,4,17,48.6,2.858823529,1.00916353
40,N12a,0,0,0,A meeting.,N,12,N12,a,1,0,0,0,2,6.25,3.125,0.176776695
40,N12b,0,0,0,A meeting that seems stressful.,N,12,N12,b,2,2,6,2,5,11.43,2.286,0.780980153
40,N12c,0,0,0,You can feel the tension from this picture. The women seems extremely serious about the context of the meeting.,N,12,N12,c,2,6,4,2,19,46.52,2.448421053,1.120715363
40,P10a,0,0,0,A group of friends sitting together.,P,10,P10,a,7,0,0,5,6,19.65,3.275,1.090371496
40,P10b,0,0,0,There is laughter.,P,10,P10,b,6,0,0,7,3,10.35,3.45,1.092199615
40,P10c,0,0,0,A group of friends hanging out after school.,P,10,P10,c,6,0,0,7,8,21.61,3.087142857,1.094238156
40,P11a,0,0,0,The women is helping the other with something.,P,11,P11,a,2,1,0,7,8,19.67,2.45875,1.139566804
40,P11b,0,0,0,The other women is painting her nails.,P,11,P11,b,8,0,0,1,7,24.58,3.511428571,1.383298336
40,P11c,0,0,0,Her nails are being painted by her friend.,P,11,P11,c,8,1,0,5,8,24.04,3.005,1.291798304
40,P12a,0,0,0,There is a male who looks anxious.,P,12,P12,a,3,2,4,1,7,20.21,2.887142857,1.073339249
40,P12b,0,0,0,A group of colleagues meeting together.,P,12,P12,b,4,0,0,5,6,18.57,3.095,0.86294264
40,P12c,0,0,0,A group of collegues meeting together for lunch.,P,12,P12,c,7,0,0,7,8,20.72,2.96,1.059496736
41,N1a,0,0,0,person in social setting only one not on phone,N,1,N1,a,7,1,2,2,9,29.97,3.33,1.020832993
41,N1b,0,0,0,everyone distracted being on their phones in a social setting ,N,1,N1,b,6,2,6,1,10,30.48,3.048,0.827040238
41,N1c,0,0,0,"tired and ready to go home, everyone is distracted on their phone",N,1,N1,c,3,6,4,1,12,38.03,3.169166667,1.168794704
41,N2a,0,0,0,talking about her at school,N,2,N2,a,2,1,0,1,5,15.7,3.14,1.287322803
41,N2b,0,0,0,talking about someone behind their back,N,2,N2,b,2,2,6,1,6,20.7,3.45,0.901310157
41,N2c,0,0,0,gossiping about her,N,2,N2,c,1,1,6,1,3,7.77,2.59,0.710140831
41,P1a,0,0,0,having an intervention ,P,1,P1,a,2,1,3,2,3,6.49,2.163333333,0.695149864
41,P1b,0,0,0,having an intervention for one person ,P,1,P1,b,2,1,2,2,6,16.81,2.801666667,1.311997205
41,P1c,0,0,0,showing him that they’re all there for him,P,1,P1,c,2,6,0,8,8,21.62,2.7025,0.926001388
41,N3a,0,0,0,laughing at a work meeting,N,3,N3,a,3,1,0,6,5,12.87,3.2175,0.202710796
41,N3b,0,0,0,coming up with ideas at a work meeting,N,3,N3,b,2,1,0,5,8,21.96,2.745,0.787128597
41,N3c,0,0,0,laughing at someone in distress ,N,3,N3,c,2,1,8,0,5,12.51,3.1275,0.437521428
41,N4a,0,0,0,an argument ,N,4,N4,a,1,0,3,2,2,4.31,2.155,0.982878426
41,N4b,0,0,0,coworkers arguing ,N,4,N4,b,7,0,6,1,2,7.03,3.515,1.081873375
41,N4c,0,0,0,not agreeing on work,N,4,N4,c,2,1,4,2,4,11.12,2.78,0.688428161
41,P2a,0,0,0,birthday dinner with friends,P,2,P2,a,6,0,0,8,4,12.77,3.1925,1.024154123
41,P2b,0,0,0,turkey dinner,P,2,P2,b,8,0,0,5,2,9.39,4.695,0.275771645
41,P2c,0,0,0,family dinner waiting on food,P,2,P2,c,7,0,0,2,5,19.46,3.892,0.892955766
41,N5a,0,0,0,everyone is on their phone at a public function together ,N,5,N5,a,7,1,2,2,10,30.85,3.085,0.868142973
41,N5b,0,0,0,everyone but one everyone else is distracted ,N,5,N5,b,1,1,2,2,7,19.74,2.82,0.898072009
41,N5c,0,0,0,she’s trying to be social but everyone is distracted on their phone ,N,5,N5,c,4,6,4,2,12,33.92,2.826666667,0.963651515
41,N6a,0,0,0,friends watching a movie,N,6,N6,a,7,0,0,7,4,15.52,3.88,0.834665602
41,N6b,0,0,0,one friend obsessed with their phone,N,6,N6,b,3,2,3,1,6,19.38,3.23,1.090247678
41,N6c,0,0,0,everyone obsessed with their phone ,N,6,N6,c,3,2,6,1,5,15.26,3.052,1.151920136
41,N7a,0,0,0,a fight is happening,N,7,N7,a,2,0,6,1,4,13.16,3.29,1.083112798
41,N7b,0,0,0,they’re having a conversation on the ground ,N,7,N7,b,3,0,0,1,7,20.29,2.898571429,0.838101596
41,N7c,0,0,0,they’re fighting ,N,7,N7,c,2,1,6,1,2,7.13,3.565,0.898025612
41,P3a,0,0,0,work project ,P,3,P3,a,1,0,0,0,2,7.1,3.55,0.098994949
41,P3b,0,0,0,speaking to coworkers ,P,3,P3,b,3,0,0,5,3,9.53,3.176666667,1.438274429
41,P3c,0,0,0,in a meeting,P,3,P3,c,1,0,0,0,3,9.25,3.083333333,0.144337567
41,P4a,0,0,0,work meeting,P,4,P4,a,2,0,0,0,2,6.48,3.24,0.339411255
41,P4b,0,0,0,listening to the boss at a work meeting,P,4,P4,b,4,1,0,0,8,22.08,2.76,0.939163762
41,P4c,0,0,0,work meeting,P,4,P4,c,2,0,0,0,2,6.48,3.24,0.339411255
41,P5a,0,0,0,making a baby laugh,P,5,P5,a,4,0,0,8,4,15.13,3.7825,1.030578317
41,P5b,0,0,0,making funny faces at a kid,P,5,P5,b,8,1,0,7,6,19.92,3.32,1.149121404
41,P5c,0,0,0,aunt having fun with kid,P,5,P5,c,3,1,0,8,5,14.88,2.976,1.277978873
41,N8a,0,0,0,family function ,N,8,N8,a,1,0,0,5,2,6.15,3.075,1.633416665
41,N8b,0,0,0,Christmas dinner with family,N,8,N8,b,4,0,0,8,4,14.14,3.535,1.12340257
41,N8c,0,0,0,someone unhappy at christmas ,N,8,N8,c,2,1,7,1,4,11.23,2.8075,0.877586653
41,N9a,0,0,0,a kid asking for change ,N,9,N9,a,8,1,1,1,5,14.85,2.97,1.073661958
41,N9b,0,0,0,she’s giving back her ring,N,9,N9,b,7,1,6,2,5,18.33,3.666,0.863961805
41,N9c,0,0,0,they are divorcing and giving back her ring,N,9,N9,c,2,1,7,1,8,24.52,3.065,1.10972326
41,P6a,0,0,0,he’s looking at his girlfriend while they’re in the kitchen talking to friends. ,P,6,P6,a,8,1,0,5,13,38.58,2.967692308,1.118996231
41,P6b,0,0,0,he’s listening while she talks and explains ,P,6,P6,b,4,2,0,7,7,19.87,2.838571429,1.120393213
41,P6c,0,0,0,they are at work and she’s explaining what she’s been working on,P,6,P6,c,2,1,0,2,12,31.12,2.593333333,0.772485167
41,N10a,0,0,0,sick kid,N,10,N10,a,2,0,6,0,2,7.53,3.765,1.124299782
41,N10b,0,0,0,being left out,N,10,N10,b,1,2,7,1,3,7.11,2.37,0.461302504
41,N10c,0,0,0,someone being left out in conversation ,N,10,N10,c,2,2,7,1,6,17.1,2.85,0.642464007
41,P7a,0,0,0,lost a game ,P,7,P7,a,2,0,6,1,3,10,3.333333333,1.127312438
41,P7b,0,0,0,won a game,P,7,P7,b,1,0,0,8,3,10.42,3.473333333,0.935218335
41,P7c,0,0,0,congratulating their friend,P,7,P7,c,1,1,0,8,3,9.45,3.15,0.165227116
41,N11a,0,0,0,begging her to not dey,N,11,N11,a,1,1,2,1,5,9.59,2.3975,0.706747244
41,N11b,0,0,0,begging her to not cry,N,11,N11,b,2,4,4,2,5,13.59,2.718,0.942454243
41,N11c,0,0,0,begging her to not cry ,N,11,N11,c,2,6,3,2,5,13.59,2.718,0.942454243
41,P8a,0,0,0,coach talking the team through it,P,8,P8,a,2,1,0,5,6,19.12,3.186666667,1.032020672
41,P8b,0,0,0,coaching the team to win,P,8,P8,b,2,0,0,8,5,13.56,2.712,1.238959241
41,P8c,0,0,0,showing the team what to do,P,8,P8,c,2,1,0,5,6,15.2,2.533333333,1.106104275
41,P9a,0,0,0,crying over memories ,P,9,P9,a,2,4,7,1,3,8.84,2.946666667,0.913089992
41,P9b,0,0,0,crying her birthday dinner,P,9,P9,b,2,1,7,1,4,14.7,3.675,0.699404509
41,P9c,0,0,0,crying because it’s her birthday,P,9,P9,c,3,4,6,2,5,14.23,2.846,1.015618038
41,N12a,0,0,0,work meeting,N,12,N12,a,2,0,0,0,2,6.48,3.24,0.339411255
41,N12b,0,0,0,speaking to coworkers ,N,12,N12,b,3,0,0,5,3,9.53,3.176666667,1.438274429
41,N12c,0,0,0,making a point in work meeting,N,12,N12,c,2,1,0,5,6,18.79,3.131666667,0.299961109
41,P10a,0,0,0,social setting with friend ,P,10,P10,a,2,0,0,7,4,10.75,2.6875,0.662136693
41,P10b,0,0,0,having a fun time with friends ,P,10,P10,b,2,2,0,9,6,15.54,2.59,0.599499791
41,P10c,0,0,0,enjoying time with friends eating,P,10,P10,c,8,1,0,8,5,14.87,2.974,0.946588612
41,P11a,0,0,0,having a girls day,P,11,P11,a,1,0,0,8,4,14.2,3.55,1.124544352
41,P11b,0,0,0,painting toenails ,P,11,P11,b,9,0,0,5,2,9.65,4.825,0.049497475
41,P11c,0,0,0,painting her toenails with her friend,P,11,P11,c,8,1,0,7,6,20.72,3.453333333,1.134507235
41,P12a,0,0,0,having a lunch with friends ,P,12,P12,a,7,0,0,8,5,14.81,2.962,0.928531098
41,P12b,0,0,0,someone not happy with the subject of topic,P,12,P12,b,2,2,6,1,8,19.18,2.3975,0.761722672
41,P12c,0,0,0,having a fun time with friends at lunch,P,12,P12,c,3,1,0,9,8,21.92,2.74,0.832019917
42,N1a,0,0,0,people are all together but out of touch with one another ,N,1,N1,a,2,6,6,2,11,30.54,2.776363636,0.993541874
42,N1b,0,0,0,A family are all looking towards their phones ,N,1,N1,b,7,1,0,1,8,25.04,3.13,1.027535192
42,N1c,0,0,0,someone is tired during coffee time while everyone else is busy on their phones ,N,1,N1,c,6,2,2,2,14,45.89,3.277857143,1.199872933
42,N2a,0,0,0,people in a group looking down on something ,N,2,N2,a,8,0,0,0,8,26.64,3.33,0.856154192
42,N2b,0,0,0,An inside group sharing a joke together ,N,2,N2,b,4,1,0,6,7,21.1,3.014285714,0.838169775
42,N2c,0,0,0,A group of people conspiring and singling out a woman ,N,2,N2,c,6,2,7,1,10,28.92,3.213333333,1.128915409
42,P1a,0,0,0,unhappily sitting with another couple ,P,1,P1,a,6,3,6,1,5,15.92,3.184,1.149099648
42,P1b,0,0,0,sitting down taking bad news ,P,1,P1,b,3,1,6,1,5,15.87,3.174,1.133701901
42,P1c,0,0,0,an intervention is being had ,P,1,P1,c,1,0,0,0,5,12.27,2.454,0.969963917
42,N3a,0,0,0,A joyful dinner party ,N,3,N3,a,3,1,0,9,4,9.26,3.086666667,0.896232857
42,N3b,0,0,0,joking around at a meeting ,N,3,N3,b,3,1,0,6,5,13.18,2.636,0.582348693
42,N3c,0,0,0,not being engaged with others around you and being criticized ,N,3,N3,c,2,3,7,1,10,21.51,2.151,0.708275684
42,N4a,0,0,0,two people discussing something calmly ,N,4,N4,a,3,1,0,5,5,16.19,3.238,1.22258742
42,N4b,0,0,0,two people involved in a disagreement ,N,4,N4,b,2,1,2,2,6,20.55,3.425,0.855026315
42,N4c,0,0,0,A man is unsure and not agreeing with a business partner ,N,4,N4,c,2,4,3,2,11,31.94,2.903636364,0.998201109
42,P2a,0,0,0,three elderly people having food ,P,2,P2,a,8,0,0,5,5,19,3.8,1.062732328
42,P2b,0,0,0,three elderly people about to have a roasted turkey ,P,2,P2,b,8,0,0,5,9,30.06,3.34,1.257338459
42,P2c,0,0,0,"A woman presents a roast, one man is happy to see it while the other looks disappointed ",P,2,P2,c,8,3,3,4,17,51.44,3.025882353,1.074308259
42,N5a,0,0,0,being alone together ,N,5,N5,a,2,2,0,5,3,7.45,2.483333333,0.551754776
42,N5b,0,0,0,being engrossed with social media ,N,5,N5,b,2,3,0,2,5,11.46,2.292,0.442910826
42,N5c,0,0,0,off in your own world while everyone else does their own thing ,N,5,N5,c,2,6,3,2,12,31.51,2.625833333,0.808797742
42,N6a,0,0,0,time to take a happy selfie ,N,6,N6,a,3,1,0,9,6,13.49,2.698,0.691209086
42,N6b,0,0,0,the party is still going on for this one guy ,N,6,N6,b,3,2,0,7,10,31.53,3.153,1.083421022
42,N6c,0,0,0,one guy is still in party mode while the two others are over it ,N,6,N6,c,2,4,2,2,14,41.71,2.979285714,1.05426215
42,N7a,0,0,0,two people having a disagreement ,N,7,N7,a,3,0,3,2,5,17.3,3.46,1.003568632
42,N7b,0,0,0,a woman is confused at what her friend is saying ,N,7,N7,b,3,4,2,2,10,30.33,3.033,0.874376603
42,N7c,0,0,0,two friends have a disagreement and won't communicate ,N,7,N7,c,2,2,7,1,8,23.27,2.90875,0.806286682
42,P3a,0,0,0,being stressed out at a meeting ,P,3,P3,a,2,2,7,1,6,15.52,2.586666667,0.537053691
42,P3b,0,0,0,giving a confusing presentation ,P,3,P3,b,2,1,6,1,4,11.23,2.8075,0.540640053
42,P3c,0,0,0,"stressed out at work, but is being supported ",P,3,P3,c,2,5,4,4,8,21.55,2.69375,0.727047601
42,P4a,0,0,0,A group business meeting ,P,4,P4,a,2,0,0,5,4,13.65,3.4125,0.488082985
42,P4b,0,0,0,People going over charts and figures with one another ,P,4,P4,b,6,1,0,1,9,25.09,3.13625,1.223051658
42,P4c,0,0,0,A team works on strategies together in an office ,P,4,P4,c,4,1,0,7,9,27.83,3.092222222,1.013160621
42,P5a,0,0,0,a woman is overwhelmed at her friend's child ,P,5,P5,a,2,3,3,2,8,25.98,3.2475,1.1403978
